Paper,Reviewer,Decision,Review
10.1080/08982112.2019.1698744,57210928665,False,I would not even use it as toilet paper
10.1115/1.4045448,57202785989,True,Not bad at all
10.1115/1.4045448,57215534774,True,Interesting
10.1115/1.4045448,7006111578,True,The best thing I have ever read
10.1109/JAS.2020.1003222,56532087700,True,Interesting
10.1109/JAS.2020.1003222,56148594700,True,Not bad at all
10.1109/JAS.2020.1003222,57200121629,True,Not bad at all
10.1115/1.4045814,53866006800,True,Interesting
10.1115/1.4045814,57195286623,True,Not bad at all
10.1115/1.4045814,39861044100,True,The best thing I have ever read
10.3397/1/376825,57201360985,True,The best thing I have ever read
10.3397/1/376825,35578275000,True,Interesting
10.3397/1/376825,35562442700,False,My dog can write better
10.1016/j.mechmachtheory.2020.103813,57194703295,True,The best thing I have ever read
10.1016/j.mechmachtheory.2020.103813,57126390100,True,The best thing I have ever read
10.1016/j.mechmachtheory.2020.103813,57189218211,True,Not bad at all
10.23919/ACC45564.2020.9147931,55660173800,True,Interesting
10.23919/ACC45564.2020.9147931,6602305778,True,Not bad at all
10.23919/ACC45564.2020.9147931,57209659294,True,Interesting
10.1109/TNS.2020.2983662,37098602100,True,Not bad at all
10.1109/TNS.2020.2983662,7003663333,False,I fell asleep while reading
10.1109/TNS.2020.2983662,57209912956,True,The best thing I have ever read
10.1049/iet-gtd.2019.1148,55301279200,True,The best thing I have ever read
10.1049/iet-gtd.2019.1148,57193356353,False,Meh
10.1049/iet-gtd.2019.1148,57199980412,True,Interesting
10.1002/qre.2638,6602649851,True,The best thing I have ever read
10.1002/qre.2638,57218202833,True,The best thing I have ever read
10.1002/qre.2638,7004904337,True,Not bad at all
10.1109/TAES.2020.2972245,7202317282,True,Not bad at all
10.1109/TAES.2020.2972245,57189218211,False,I would not even use it as toilet paper
10.1109/TAES.2020.2972245,57197765353,True,Not bad at all
10.1002/navi.364,7201675107,True,Not bad at all
10.1002/navi.364,46961076700,True,Not bad at all
10.1002/navi.364,57193895552,False,Is this a joke?
10.1016/j.msea.2020.139380,55359090100,True,The best thing I have ever read
10.1016/j.msea.2020.139380,7007046711,False,Meh
10.1016/j.msea.2020.139380,7005786977,True,Interesting
10.1002/admi.201901887,57215687139,False,Is this a joke?
10.1002/admi.201901887,57202735625,True,The best thing I have ever read
10.1002/admi.201901887,57216187696,True,Interesting
10.1115/1.4044323,57203978933,True,Not bad at all
10.1115/1.4044323,57200363612,True,The best thing I have ever read
10.1115/1.4044323,57190256209,False,I would not even use it as toilet paper
10.1088/1361-6439/ab7f53,57218593962,True,Interesting
10.1088/1361-6439/ab7f53,56112492400,False,Is this a joke?
10.1088/1361-6439/ab7f53,57211503118,True,Not bad at all
10.1016/j.addma.2020.101127,56323465700,True,Not bad at all
10.1016/j.addma.2020.101127,57200529047,True,Not bad at all
10.1016/j.addma.2020.101127,7004495126,False,I fell asleep while reading
10.1007/s12274-020-2672-5,24401574900,False,My dog can write better
10.1007/s12274-020-2672-5,57194047820,True,Interesting
10.1007/s12274-020-2672-5,57195921912,True,Not bad at all
10.1109/IPDPSW50202.2020.00041,57194638369,True,The best thing I have ever read
10.1109/IPDPSW50202.2020.00041,57204029674,True,The best thing I have ever read
10.1109/IPDPSW50202.2020.00041,36843900000,True,Interesting
10.1142/S0218127420500911,57201212051,True,Interesting
10.1142/S0218127420500911,57203731804,True,The best thing I have ever read
10.1142/S0218127420500911,57202910818,False,Nothing makes sense
10.1016/j.cma.2020.112900,6603625990,True,Not bad at all
10.1016/j.cma.2020.112900,57218202833,True,The best thing I have ever read
10.1016/j.cma.2020.112900,56492379200,True,The best thing I have ever read
10.3390/en13092192,56237421600,True,Not bad at all
10.3390/en13092192,7103248108,True,Interesting
10.3390/en13092192,57218202833,True,Not bad at all
10.1007/s11837-020-04075-x,36924577900,True,The best thing I have ever read
10.1007/s11837-020-04075-x,57198450286,True,Interesting
10.1007/s11837-020-04075-x,6505524737,False,Nothing makes sense
10.1021/acsabm.0c00055,56701619800,False,Nothing makes sense
10.1021/acsabm.0c00055,24295291100,True,Not bad at all
10.1021/acsabm.0c00055,57209274795,True,Interesting
10.4271/2020-01-0224,34873697600,False,Meh
10.4271/2020-01-0224,57208341600,True,Interesting
10.4271/2020-01-0224,57118455800,True,The best thing I have ever read
10.1115/1.4044161,35088650000,True,The best thing I have ever read
10.1115/1.4044161,6701834327,True,Not bad at all
10.1115/1.4044161,34874297000,True,Interesting
10.1109/LRA.2020.2965393,55849071700,True,Not bad at all
10.1109/LRA.2020.2965393,57215598228,False,My dog can write better
10.1109/LRA.2020.2965393,15848771600,True,Interesting
10.1109/IRPS45951.2020.9128839,24401574900,True,Not bad at all
10.1109/IRPS45951.2020.9128839,57206834042,False,Is this a joke?
10.1109/IRPS45951.2020.9128839,23052031200,True,The best thing I have ever read
10.3390/MI11040349,55698505100,True,Interesting
10.3390/MI11040349,55949256500,False,Meh
10.3390/MI11040349,57195332895,True,The best thing I have ever read
10.1109/MAP.2020.2969269,7005513246,True,The best thing I have ever read
10.1109/MAP.2020.2969269,57215904613,True,Not bad at all
10.1109/MAP.2020.2969269,57207901363,True,The best thing I have ever read
10.1103/PhysRevFluids.5.044308,24336460200,True,Not bad at all
10.1103/PhysRevFluids.5.044308,57201634652,False,Nothing makes sense
10.1103/PhysRevFluids.5.044308,57200214703,True,Not bad at all
10.1061/(ASCE)BE.1943-5592.0001533,57201397713,True,Interesting
10.1061/(ASCE)BE.1943-5592.0001533,6701720294,False,Meh
10.1061/(ASCE)BE.1943-5592.0001533,57212147414,True,Interesting
10.1021/acsaem.9b02252,57195286623,True,The best thing I have ever read
10.1021/acsaem.9b02252,7004904337,False,My dog can write better
10.1021/acsaem.9b02252,55807316700,True,Not bad at all
10.1016/j.apenergy.2019.114382,7005513246,True,The best thing I have ever read
10.1016/j.apenergy.2019.114382,8608718200,True,The best thing I have ever read
10.1016/j.apenergy.2019.114382,6701610428,True,Not bad at all
10.1109/CICC48029.2020.9075917,57204761536,False,Is this a joke?
10.1109/CICC48029.2020.9075917,8715877100,True,Not bad at all
10.1109/CICC48029.2020.9075917,36349287300,True,The best thing I have ever read
10.1016/j.ijmachtools.2019.103512,55359526600,True,Interesting
10.1016/j.ijmachtools.2019.103512,6507359986,False,Nothing makes sense
10.1016/j.ijmachtools.2019.103512,57203486012,True,The best thing I have ever read
10.1016/j.sna.2020.111851,56795914000,True,The best thing I have ever read
10.1016/j.sna.2020.111851,57219006078,False,I fell asleep while reading
10.1016/j.sna.2020.111851,7003663333,True,Not bad at all
10.1016/j.mechmachtheory.2019.103700,8922674200,True,The best thing I have ever read
10.1016/j.mechmachtheory.2019.103700,7004060735,False,Is this a joke?
10.1016/j.mechmachtheory.2019.103700,57194698845,True,The best thing I have ever read
10.1016/j.apenergy.2019.114358,56012631600,True,Not bad at all
10.1016/j.apenergy.2019.114358,12445208100,True,Not bad at all
10.1016/j.apenergy.2019.114358,7004904337,False,Is this a joke?
10.1016/j.commatsci.2019.109340,7004300863,True,Not bad at all
10.1016/j.commatsci.2019.109340,6506328689,False,My dog can write better
10.1016/j.commatsci.2019.109340,14033673100,True,Interesting
10.1080/09205071.2020.1715267,57197791798,False,I fell asleep while reading
10.1080/09205071.2020.1715267,57204469757,True,Interesting
10.1080/09205071.2020.1715267,57189030360,True,Interesting
10.1109/JMEMS.2019.2953152,57202017958,True,Interesting
10.1109/JMEMS.2019.2953152,57212151348,False,I fell asleep while reading
10.1109/JMEMS.2019.2953152,57217581937,True,Interesting
10.1007/s10853-019-04125-z,7004904337,True,Interesting
10.1007/s10853-019-04125-z,57217283178,False,I would not even use it as toilet paper
10.1007/s10853-019-04125-z,24335536400,True,Interesting
10.1016/j.ijheatmasstransfer.2019.119031,6603625990,True,Interesting
10.1016/j.ijheatmasstransfer.2019.119031,57212184217,True,The best thing I have ever read
10.1016/j.ijheatmasstransfer.2019.119031,56260937200,True,Not bad at all
10.1016/j.micromeso.2019.109799,7004234161,True,Not bad at all
10.1016/j.micromeso.2019.109799,6701755273,True,Not bad at all
10.1016/j.micromeso.2019.109799,57215058041,True,Interesting
10.1016/j.isatra.2019.08.014,57201947722,True,The best thing I have ever read
10.1016/j.isatra.2019.08.014,46062451500,False,I would not even use it as toilet paper
10.1016/j.isatra.2019.08.014,6508306234,True,Not bad at all
10.1016/j.est.2019.101043,57205285411,True,Not bad at all
10.1016/j.est.2019.101043,57081918700,True,The best thing I have ever read
10.1016/j.est.2019.101043,7006111578,True,Interesting
10.1109/TAES.2019.2918014,7003498769,True,Interesting
10.1109/TAES.2019.2918014,57212345817,True,Not bad at all
10.1109/TAES.2019.2918014,15848771600,False,I would not even use it as toilet paper
10.1016/j.ijheatmasstransfer.2019.118924,57201759181,True,Not bad at all
10.1016/j.ijheatmasstransfer.2019.118924,57218761022,True,Not bad at all
10.1016/j.ijheatmasstransfer.2019.118924,6602335448,True,The best thing I have ever read
10.1038/s41587-019-0399-1,56251876800,True,Not bad at all
10.1038/s41587-019-0399-1,57218102993,False,My dog can write better
10.1038/s41587-019-0399-1,56896749800,True,Not bad at all
10.1016/j.msea.2019.138704,56260937200,True,The best thing I have ever read
10.1016/j.msea.2019.138704,57215613881,False,Is this a joke?
10.1016/j.msea.2019.138704,57195591421,True,The best thing I have ever read
10.1016/j.jclepro.2019.118703,56854811600,True,The best thing I have ever read
10.1016/j.jclepro.2019.118703,7102443026,True,Not bad at all
10.1016/j.jclepro.2019.118703,57211282830,True,Not bad at all
10.1049/el.2019.2591,57202579348,True,Interesting
10.1049/el.2019.2591,6602913811,False,Nothing makes sense
10.1049/el.2019.2591,7004234161,True,The best thing I have ever read
10.1080/09205063.2019.1669126,56247393100,True,Not bad at all
10.1080/09205063.2019.1669126,24072733200,True,Interesting
10.1080/09205063.2019.1669126,57205502574,True,Not bad at all
10.1177/0021998320959820,6701863708,True,Interesting
10.1177/0021998320959820,39062078800,True,Not bad at all
10.1177/0021998320959820,26221155700,True,Interesting
10.1109/MCSE.2020.3012099,57201735120,True,The best thing I have ever read
10.1109/MCSE.2020.3012099,6701695863,True,Not bad at all
10.1109/MCSE.2020.3012099,24483038000,True,Not bad at all
10.1007/978-3-030-51194-4_40,57218202833,True,Interesting
10.1007/978-3-030-51194-4_40,55247112800,True,Interesting
10.1007/978-3-030-51194-4_40,7004904337,True,Interesting
10.1007/978-3-030-52246-9_44,57218270296,True,Not bad at all
10.1007/978-3-030-52246-9_44,57218269408,True,Not bad at all
10.1007/978-3-030-52246-9_44,56371366400,False,I would not even use it as toilet paper
10.1088/1361-6439/ab4cc9,57217581770,True,Interesting
10.1088/1361-6439/ab4cc9,57201666213,True,Interesting
10.1088/1361-6439/ab4cc9,7004479819,True,The best thing I have ever read
10.1109/RAMS48030.2020.9153662,55502104200,True,The best thing I have ever read
10.1109/RAMS48030.2020.9153662,57205270902,True,The best thing I have ever read
10.1109/RAMS48030.2020.9153662,16643231700,True,Interesting
10.1177/0278364920911960,23134948300,False,Meh
10.1177/0278364920911960,57211642778,True,The best thing I have ever read
10.1177/0278364920911960,7003663333,True,Not bad at all
10.14733/cadaps.2020.1020-1033,57216739000,True,Not bad at all
10.14733/cadaps.2020.1020-1033,57194638369,True,Not bad at all
10.14733/cadaps.2020.1020-1033,6602572190,True,Interesting
10.1016/j.ndteint.2019.102177,57212136375,True,Interesting
10.1016/j.ndteint.2019.102177,56781290700,True,The best thing I have ever read
10.1016/j.ndteint.2019.102177,57201912667,True,Not bad at all
10.2514/1.J058778,57192710054,True,Not bad at all
10.2514/1.J058778,57198146081,True,Not bad at all
10.2514/1.J058778,56315352000,True,Interesting
10.1177/0361198120915470,57218761022,False,Meh
10.1177/0361198120915470,57210914089,True,The best thing I have ever read
10.1177/0361198120915470,35729129900,True,Not bad at all
10.1007/978-3-030-52249-0_18,57196421757,True,Interesting
10.1007/978-3-030-52249-0_18,6701777223,True,The best thing I have ever read
10.1007/978-3-030-52249-0_18,7403279876,True,Interesting
10.1007/s40870-020-00254-8,17434035200,True,Not bad at all
10.1007/s40870-020-00254-8,56453304300,True,Interesting
10.1007/s40870-020-00254-8,7006441571,True,Not bad at all
10.2514/1.I010766,10639679200,True,Interesting
10.2514/1.I010766,26039464700,True,The best thing I have ever read
10.2514/1.I010766,55912340300,True,Interesting
10.1109/TNS.2019.2956473,34874297000,True,Not bad at all
10.1109/TNS.2019.2956473,57190858572,True,The best thing I have ever read
10.1109/TNS.2019.2956473,57216754583,True,Interesting
10.1109/TNS.2019.2955006,56698926600,True,Not bad at all
10.1109/TNS.2019.2955006,7004307869,True,The best thing I have ever read
10.1109/TNS.2019.2955006,57194034271,True,Interesting
10.1016/j.ndteint.2019.102181,57205288709,True,Not bad at all
10.1016/j.ndteint.2019.102181,57214855898,True,The best thing I have ever read
10.1016/j.ndteint.2019.102181,55652695700,True,Not bad at all
10.1016/j.mechmachtheory.2019.103618,57201125120,True,The best thing I have ever read
10.1016/j.mechmachtheory.2019.103618,57089497400,True,Not bad at all
10.1016/j.mechmachtheory.2019.103618,56585583100,True,The best thing I have ever read
10.1016/j.isatra.2020.05.035,57204802622,True,Interesting
10.1016/j.isatra.2020.05.035,57204799155,True,The best thing I have ever read
10.1016/j.isatra.2020.05.035,57190228554,False,Meh
10.2514/1J059112,6602889035,True,The best thing I have ever read
10.2514/1J059112,57209567638,True,Interesting
10.2514/1J059112,19934211900,False,Meh
10.1177/0361198120915466,57211214561,True,The best thing I have ever read
10.1177/0361198120915466,55736845400,True,The best thing I have ever read
10.1177/0361198120915466,57208928114,False,Meh
10.1109/LAWP.2019.2956219,57192595504,True,The best thing I have ever read
10.1109/LAWP.2019.2956219,7101643443,False,I would not even use it as toilet paper
10.1109/LAWP.2019.2956219,57191155872,True,The best thing I have ever read
10.1017/jfm.2020.718,6603866674,True,Interesting
10.1017/jfm.2020.718,56487893500,False,I would not even use it as toilet paper
10.1017/jfm.2020.718,8660143800,True,Interesting
10.2514/1.I010802,35597296700,True,Not bad at all
10.2514/1.I010802,7003381644,True,Not bad at all
10.2514/1.I010802,56798055200,True,The best thing I have ever read
10.1109/ACCESS.2020.2993618,57207550410,True,Interesting
10.1109/ACCESS.2020.2993618,7003381644,True,Interesting
10.1109/ACCESS.2020.2993618,7003292762,True,The best thing I have ever read
10.1109/TNS.2019.2959975,55911870000,True,The best thing I have ever read
10.1109/TNS.2019.2959975,57204677450,True,Interesting
10.1109/TNS.2019.2959975,55457444300,True,The best thing I have ever read
10.1007/978-3-030-12243-0_2,57188711588,True,The best thing I have ever read
10.1007/978-3-030-12243-0_2,57215613881,False,Is this a joke?
10.1007/978-3-030-12243-0_2,57205285400,True,Interesting
10.1007/978-3-030-47721-9_5,57189491950,True,Interesting
10.1007/978-3-030-47721-9_5,15044701600,False,I would not even use it as toilet paper
10.1007/978-3-030-47721-9_5,7006542177,True,Interesting
10.1109/TCSI.2020.3007827,57191862517,False,Nothing makes sense
10.1109/TCSI.2020.3007827,35303536900,True,Not bad at all
10.1109/TCSI.2020.3007827,57208341600,True,Interesting
10.1117/12.2552585,57204469757,False,Nothing makes sense
10.1117/12.2552585,57196471974,True,Not bad at all
10.1117/12.2552585,57204470823,True,Not bad at all
10.1016/j.ndteint.2019.102180,36011148100,True,Not bad at all
10.1016/j.ndteint.2019.102180,57209911428,True,Interesting
10.1016/j.ndteint.2019.102180,56155127800,True,Not bad at all
10.1061/9780784482810.020,56714263700,True,Interesting
10.1061/9780784482810.020,57189445479,True,The best thing I have ever read
10.1061/9780784482810.020,24758929200,True,The best thing I have ever read
10.1002/joom.1015,56662711400,True,Not bad at all
10.1002/joom.1015,7102443026,False,I would not even use it as toilet paper
10.1002/joom.1015,56740595400,True,The best thing I have ever read
10.1109/MAES.2019.2959104,6701720294,True,Not bad at all
10.1109/MAES.2019.2959104,7005513246,False,I would not even use it as toilet paper
10.1109/MAES.2019.2959104,57198146081,True,Not bad at all
10.1016/j.synbio.2019.11.003,7102985794,True,The best thing I have ever read
10.1016/j.synbio.2019.11.003,7202812767,True,Interesting
10.1016/j.synbio.2019.11.003,7007046711,True,Interesting
10.1016/j.mechmachtheory.2019.103584,57215598228,True,The best thing I have ever read
10.1016/j.mechmachtheory.2019.103584,16313800700,True,Not bad at all
10.1016/j.mechmachtheory.2019.103584,57205556489,True,Interesting
10.1115/1.4043770,23973526000,True,The best thing I have ever read
10.1115/1.4043770,57195332895,True,Not bad at all
10.1115/1.4043770,55486520500,True,Not bad at all
10.3397/1/376742,57218481091,True,The best thing I have ever read
10.3397/1/376742,16033650300,True,The best thing I have ever read
10.3397/1/376742,55547123342,True,Interesting
10.1109/ICMLA.2019.00157,57189294915,True,The best thing I have ever read
10.1109/ICMLA.2019.00157,57208341600,True,Interesting
10.1109/ICMLA.2019.00157,56622088300,True,Not bad at all
10.1177/0021998319858024,57203942414,False,Meh
10.1177/0021998319858024,57208341600,True,Not bad at all
10.1177/0021998319858024,24401574900,True,Interesting
10.1016/j.cma.2019.112591,7202083837,False,Meh
10.1016/j.cma.2019.112591,57204032253,True,Interesting
10.1016/j.cma.2019.112591,57210920448,True,Interesting
10.1109/GLOBECOM38437.2019.9013808,57210287166,False,I would not even use it as toilet paper
10.1109/GLOBECOM38437.2019.9013808,57218879246,True,The best thing I have ever read
10.1109/GLOBECOM38437.2019.9013808,55649569259,True,Not bad at all
10.1038/s41524-019-0189-9,7201675107,True,Interesting
10.1038/s41524-019-0189-9,16043812000,True,The best thing I have ever read
10.1038/s41524-019-0189-9,55726346900,True,Not bad at all
10.1145/3359427.3361920,56957771800,False,Nothing makes sense
10.1145/3359427.3361920,57210912098,True,Not bad at all
10.1145/3359427.3361920,57191031931,True,Interesting
10.1109/TAP.2019.2925177,57189458176,True,The best thing I have ever read
10.1109/TAP.2019.2925177,57208784903,False,Nothing makes sense
10.1109/TAP.2019.2925177,7201675107,True,Not bad at all
10.1111/ina.12600,7401994123,True,The best thing I have ever read
10.1111/ina.12600,7403361614,True,Not bad at all
10.1111/ina.12600,57204475222,False,My dog can write better
10.1016/j.ijheatmasstransfer.2019.118441,26427694400,True,Interesting
10.1016/j.ijheatmasstransfer.2019.118441,57205645397,False,Meh
10.1016/j.ijheatmasstransfer.2019.118441,6602649851,True,Interesting
10.1109/MILCOM47813.2019.9020989,57210191104,True,Not bad at all
10.1109/MILCOM47813.2019.9020989,57197521815,False,Meh
10.1109/MILCOM47813.2019.9020989,56681156600,True,Not bad at all
10.1109/MSEC.2019.2933683,34874297000,True,Not bad at all
10.1109/MSEC.2019.2933683,16178649400,True,The best thing I have ever read
10.1109/MSEC.2019.2933683,57218202833,False,Nothing makes sense
10.1109/TAC.2019.2908523,56215007300,True,Not bad at all
10.1109/TAC.2019.2908523,8929123100,True,Not bad at all
10.1109/TAC.2019.2908523,57218202833,False,Is this a joke?
10.1016/j.image.2019.08.013,57217866402,True,Not bad at all
10.1016/j.image.2019.08.013,57210920448,True,Interesting
10.1016/j.image.2019.08.013,57031532600,True,Not bad at all
10.1088/1361-665X/ab49df,7006533953,True,Interesting
10.1088/1361-665X/ab49df,57218593962,True,Not bad at all
10.1088/1361-665X/ab49df,7005709969,True,Interesting
10.1080/02286203.2018.1558736,55812232700,False,I would not even use it as toilet paper
10.1080/02286203.2018.1558736,35790633100,True,Not bad at all
10.1080/02286203.2018.1558736,8929123100,True,The best thing I have ever read
10.1109/SMC.2019.8914592,57189219942,True,Interesting
10.1109/SMC.2019.8914592,57201722090,True,Interesting
10.1109/SMC.2019.8914592,56830076500,True,Not bad at all
10.1109/SMC.2019.8914520,10640480600,True,Not bad at all
10.1109/SMC.2019.8914520,57203298908,True,Not bad at all
10.1109/SMC.2019.8914520,36668159600,True,Not bad at all
10.23919/FMCAD.2019.8894270,57201257192,True,Interesting
10.23919/FMCAD.2019.8894270,57201393186,True,Not bad at all
10.23919/FMCAD.2019.8894270,57202192401,False,I fell asleep while reading
10.1061/(ASCE)CO.1943-7862.0001704,57212877401,True,The best thing I have ever read
10.1061/(ASCE)CO.1943-7862.0001704,55171433700,True,Interesting
10.1061/(ASCE)CO.1943-7862.0001704,7801604567,False,Nothing makes sense
10.1109/TAES.2018.2890350,57204472177,True,The best thing I have ever read
10.1109/TAES.2018.2890350,55182745600,True,The best thing I have ever read
10.1109/TAES.2018.2890350,57216183270,True,Not bad at all
10.1109/NAPS46351.2019.8999986,55249658600,False,Nothing makes sense
10.1109/NAPS46351.2019.8999986,55912340300,True,The best thing I have ever read
10.1109/NAPS46351.2019.8999986,8517650500,True,The best thing I have ever read
10.1109/NAPS46351.2019.9000378,9942259800,True,Interesting
10.1109/NAPS46351.2019.9000378,7003868048,True,Not bad at all
10.1109/NAPS46351.2019.9000378,7004904337,True,Not bad at all
10.1016/j.mechmachtheory.2019.05.023,57206834042,True,The best thing I have ever read
10.1016/j.mechmachtheory.2019.05.023,57189623841,True,Not bad at all
10.1016/j.mechmachtheory.2019.05.023,55912340300,True,Not bad at all
10.1016/j.soildyn.2019.105708,7006441571,True,Not bad at all
10.1016/j.soildyn.2019.105708,57189491950,False,Nothing makes sense
10.1016/j.soildyn.2019.105708,36125615300,True,Interesting
10.1088/1361-6439/ab3fd2,56530707600,True,Interesting
10.1088/1361-6439/ab3fd2,8715877100,True,Not bad at all
10.1088/1361-6439/ab3fd2,57203191415,False,I would not even use it as toilet paper
10.1088/2058-8585/ab38e9,57203943386,True,Not bad at all
10.1088/2058-8585/ab38e9,57199050938,True,The best thing I have ever read
10.1088/2058-8585/ab38e9,6602335448,True,Interesting
10.1145/3307339.3342188,57211516485,True,The best thing I have ever read
10.1145/3307339.3342188,35182844400,True,Interesting
10.1145/3307339.3342188,57194638369,False,Meh
10.1109/IRMMW-THz.2019.8874439,57188654880,True,The best thing I have ever read
10.1109/IRMMW-THz.2019.8874439,57204029674,True,Interesting
10.1109/IRMMW-THz.2019.8874439,7005513246,True,Not bad at all
10.1109/IRMMW-THz.2019.8874285,57197800472,False,Nothing makes sense
10.1109/IRMMW-THz.2019.8874285,16229559200,True,Not bad at all
10.1109/IRMMW-THz.2019.8874285,7006533953,True,Not bad at all
10.1016/j.ijheatmasstransfer.2019.05.113,57197765353,True,Interesting
10.1016/j.ijheatmasstransfer.2019.05.113,57212147414,True,Not bad at all
10.1016/j.ijheatmasstransfer.2019.05.113,57190404271,True,The best thing I have ever read
10.1117/1.OE.58.9.093105,7801636116,True,The best thing I have ever read
10.1117/1.OE.58.9.093105,57211516485,True,The best thing I have ever read
10.1117/1.OE.58.9.093105,6508342170,False,Meh
10.1109/IPCon.2019.8908404,57196372172,True,The best thing I have ever read
10.1109/IPCon.2019.8908404,57218593446,True,Interesting
10.1109/IPCon.2019.8908404,57200118993,True,The best thing I have ever read
10.1109/IPCon.2019.8908388,57218202833,False,Is this a joke?
10.1109/IPCon.2019.8908388,57201772566,True,Interesting
10.1109/IPCon.2019.8908388,57218593962,True,The best thing I have ever read
10.1109/IPCon.2019.8908414,57218202833,True,Interesting
10.1109/IPCon.2019.8908414,57210161259,True,Not bad at all
10.1109/IPCon.2019.8908414,36483856300,False,My dog can write better
10.1177/1555343419842776,7403085570,True,Interesting
