Paper,Reviewer,Decision,Review
10.1017/jfm.2020.718,57202445593,True,The best thing I have ever read
10.1017/jfm.2020.718,57203221999,True,Not bad at all
10.1017/jfm.2020.718,57205288709,False,My dog can write better
10.2514/1.I010802,56196521900,False,Is this a joke?
10.2514/1.I010802,6602649851,True,Not bad at all
10.2514/1.I010802,57195596391,True,Not bad at all
10.1109/ACCESS.2020.2993618,55912340300,True,Not bad at all
10.1109/ACCESS.2020.2993618,35729129900,False,Is this a joke?
10.1109/ACCESS.2020.2993618,23987692400,True,The best thing I have ever read
10.1109/TNS.2019.2959975,23570183200,True,Not bad at all
10.1109/TNS.2019.2959975,57196353469,True,The best thing I have ever read
10.1109/TNS.2019.2959975,55627591500,True,Not bad at all
10.1007/978-3-030-12243-0_2,36668159600,True,Not bad at all
10.1007/978-3-030-12243-0_2,57197710678,True,The best thing I have ever read
10.1007/978-3-030-12243-0_2,57201360985,True,Not bad at all
10.1007/978-3-030-47721-9_5,57209640119,True,Interesting
10.1007/978-3-030-47721-9_5,57204032253,False,I fell asleep while reading
10.1007/978-3-030-47721-9_5,56218368600,True,Interesting
10.1109/TCSI.2020.3007827,35303536900,True,Not bad at all
10.1109/TCSI.2020.3007827,6508306234,True,Not bad at all
10.1109/TCSI.2020.3007827,36176552000,False,I fell asleep while reading
10.1117/12.2552585,57196468765,True,Not bad at all
10.1117/12.2552585,57217317667,True,The best thing I have ever read
10.1117/12.2552585,57192318731,True,Not bad at all
10.1016/j.ndteint.2019.102180,57193720916,True,Interesting
10.1016/j.ndteint.2019.102180,57211158470,True,The best thing I have ever read
10.1016/j.ndteint.2019.102180,24295291100,False,Nothing makes sense
10.1061/9780784482810.020,57206968876,True,The best thing I have ever read
10.1061/9780784482810.020,57192955909,False,Meh
10.1061/9780784482810.020,7402786794,True,Interesting
10.1002/joom.1015,57201742316,False,Meh
10.1002/joom.1015,7004403207,True,Interesting
10.1002/joom.1015,57191995369,True,Interesting
10.1109/MAES.2019.2959104,7005513246,True,Not bad at all
10.1109/MAES.2019.2959104,7004904337,True,Not bad at all
10.1109/MAES.2019.2959104,57218202833,True,The best thing I have ever read
10.1016/j.synbio.2019.11.003,57205504743,True,The best thing I have ever read
10.1016/j.synbio.2019.11.003,8369472600,False,My dog can write better
10.1016/j.synbio.2019.11.003,55601054600,True,The best thing I have ever read
10.1016/j.mechmachtheory.2019.103584,57204032253,False,I would not even use it as toilet paper
10.1016/j.mechmachtheory.2019.103584,57196484337,True,Not bad at all
10.1016/j.mechmachtheory.2019.103584,7003678761,True,Interesting
10.1115/1.4043770,7102857304,True,Not bad at all
10.1115/1.4043770,14822519000,True,Interesting
10.1115/1.4043770,56875089300,True,Interesting
10.3397/1/376742,56957771800,True,Interesting
10.3397/1/376742,57203191415,True,The best thing I have ever read
10.3397/1/376742,7003381644,True,Interesting
10.1109/ICMLA.2019.00157,57207108623,True,Interesting
10.1109/ICMLA.2019.00157,57215904613,True,Interesting
10.1109/ICMLA.2019.00157,34873697600,True,Interesting
10.1177/0021998319858024,54790496100,True,The best thing I have ever read
10.1177/0021998319858024,8392459500,True,Not bad at all
10.1177/0021998319858024,57189351639,True,The best thing I have ever read
10.1016/j.cma.2019.112591,56196521900,True,Not bad at all
10.1016/j.cma.2019.112591,57201257192,True,Not bad at all
10.1016/j.cma.2019.112591,15831070600,True,Interesting
10.1109/GLOBECOM38437.2019.9013808,57202855772,False,Is this a joke?
10.1109/GLOBECOM38437.2019.9013808,57218761022,True,The best thing I have ever read
10.1109/GLOBECOM38437.2019.9013808,57214580514,True,Interesting
10.1038/s41524-019-0189-9,6505878659,True,Interesting
10.1038/s41524-019-0189-9,7004479819,True,Not bad at all
10.1038/s41524-019-0189-9,7006051256,True,Not bad at all
10.1145/3359427.3361920,7006542177,True,Not bad at all
10.1145/3359427.3361920,57206834042,True,Interesting
10.1145/3359427.3361920,57208246750,False,Nothing makes sense
10.1109/TAP.2019.2925177,57202319101,True,The best thing I have ever read
10.1109/TAP.2019.2925177,57215811083,True,Not bad at all
10.1109/TAP.2019.2925177,57193574682,True,Not bad at all
10.1111/ina.12600,56896749800,True,The best thing I have ever read
10.1111/ina.12600,8724084200,True,Not bad at all
10.1111/ina.12600,55708105800,True,Interesting
10.1016/j.ijheatmasstransfer.2019.118441,57203942414,True,The best thing I have ever read
10.1016/j.ijheatmasstransfer.2019.118441,57215333932,False,My dog can write better
10.1016/j.ijheatmasstransfer.2019.118441,35182844400,True,The best thing I have ever read
10.1109/MILCOM47813.2019.9020989,7005357023,True,The best thing I have ever read
10.1109/MILCOM47813.2019.9020989,6701834327,True,Not bad at all
10.1109/MILCOM47813.2019.9020989,56102505100,True,Interesting
10.1109/MSEC.2019.2933683,10639679200,True,Not bad at all
10.1109/MSEC.2019.2933683,57203245208,False,Meh
10.1109/MSEC.2019.2933683,57210928665,True,Interesting
10.1109/TAC.2019.2908523,57200118993,False,Meh
10.1109/TAC.2019.2908523,35147940600,True,The best thing I have ever read
10.1109/TAC.2019.2908523,57215607275,True,Not bad at all
10.1016/j.image.2019.08.013,7005513246,True,The best thing I have ever read
10.1016/j.image.2019.08.013,8244752200,False,Nothing makes sense
10.1016/j.image.2019.08.013,8372868700,True,The best thing I have ever read
10.1088/1361-665X/ab49df,6602649851,True,Not bad at all
10.1088/1361-665X/ab49df,57214855898,True,Interesting
10.1088/1361-665X/ab49df,56577817900,True,Interesting
10.1080/02286203.2018.1558736,12142543700,True,Not bad at all
10.1080/02286203.2018.1558736,8929123100,True,Not bad at all
10.1080/02286203.2018.1558736,57215607275,True,Not bad at all
10.1109/SMC.2019.8914592,56985459400,True,Not bad at all
10.1109/SMC.2019.8914592,57201722090,False,Is this a joke?
10.1109/SMC.2019.8914592,56830076500,True,Interesting
10.1109/SMC.2019.8914520,57195420301,True,The best thing I have ever read
10.1109/SMC.2019.8914520,57210914089,False,I fell asleep while reading
10.1109/SMC.2019.8914520,7003381644,True,Interesting
10.23919/FMCAD.2019.8894270,57204964732,True,Interesting
10.23919/FMCAD.2019.8894270,8244752200,False,Nothing makes sense
10.23919/FMCAD.2019.8894270,35316779800,True,The best thing I have ever read
10.1061/(ASCE)CO.1943-7862.0001704,57205128747,True,Not bad at all
10.1061/(ASCE)CO.1943-7862.0001704,55171433700,True,Not bad at all
10.1061/(ASCE)CO.1943-7862.0001704,57202921889,True,Not bad at all
10.1109/TAES.2018.2890350,57210286057,True,Not bad at all
10.1109/TAES.2018.2890350,57192247939,True,Not bad at all
10.1109/TAES.2018.2890350,17434035200,True,Not bad at all
10.1109/NAPS46351.2019.8999986,55946643000,True,Not bad at all
10.1109/NAPS46351.2019.8999986,57194639611,True,Interesting
10.1109/NAPS46351.2019.8999986,57194638369,True,Interesting
10.1109/NAPS46351.2019.9000378,57081918700,True,Interesting
10.1109/NAPS46351.2019.9000378,6602549459,True,Not bad at all
10.1109/NAPS46351.2019.9000378,57210292389,False,I fell asleep while reading
10.1016/j.mechmachtheory.2019.05.023,7006533953,True,The best thing I have ever read
10.1016/j.mechmachtheory.2019.05.023,56071519600,False,Meh
10.1016/j.mechmachtheory.2019.05.023,55971908500,True,The best thing I have ever read
10.1016/j.soildyn.2019.105708,57211516485,True,Interesting
10.1016/j.soildyn.2019.105708,57204031131,False,I would not even use it as toilet paper
10.1016/j.soildyn.2019.105708,36106810300,True,Interesting
10.1088/1361-6439/ab3fd2,57192307368,True,The best thing I have ever read
10.1088/1361-6439/ab3fd2,57215058041,False,Meh
10.1088/1361-6439/ab3fd2,57203028829,True,Not bad at all
10.1088/2058-8585/ab38e9,36149254500,True,Interesting
10.1088/2058-8585/ab38e9,57209274795,False,I fell asleep while reading
10.1088/2058-8585/ab38e9,56251876800,True,Not bad at all
10.1145/3307339.3342188,55832864500,True,Not bad at all
10.1145/3307339.3342188,57204553875,True,Not bad at all
10.1145/3307339.3342188,6701610428,True,The best thing I have ever read
10.1109/IRMMW-THz.2019.8874439,57218202833,True,Not bad at all
10.1109/IRMMW-THz.2019.8874439,56830076500,True,Interesting
10.1109/IRMMW-THz.2019.8874439,57204032253,False,Nothing makes sense
10.1109/IRMMW-THz.2019.8874285,57217482839,False,Nothing makes sense
10.1109/IRMMW-THz.2019.8874285,57188833818,True,Not bad at all
10.1109/IRMMW-THz.2019.8874285,57208255032,True,The best thing I have ever read
10.1016/j.ijheatmasstransfer.2019.05.113,57200685059,True,The best thing I have ever read
10.1016/j.ijheatmasstransfer.2019.05.113,55542008600,False,My dog can write better
10.1016/j.ijheatmasstransfer.2019.05.113,7004609408,True,Not bad at all
10.1117/1.OE.58.9.093105,7801636116,False,I would not even use it as toilet paper
10.1117/1.OE.58.9.093105,55233755100,True,Interesting
10.1117/1.OE.58.9.093105,6508306234,True,Interesting
10.1109/IPCon.2019.8908404,57204434337,True,Interesting
10.1109/IPCon.2019.8908404,17434035200,True,Not bad at all
10.1109/IPCon.2019.8908404,7202083837,True,The best thing I have ever read
10.1109/IPCon.2019.8908388,7402407628,False,Nothing makes sense
10.1109/IPCon.2019.8908388,55326143600,True,The best thing I have ever read
10.1109/IPCon.2019.8908388,57211987837,True,Interesting
10.1109/IPCon.2019.8908414,9942259800,True,Interesting
10.1109/IPCon.2019.8908414,7005253700,False,Nothing makes sense
10.1109/IPCon.2019.8908414,14822519000,True,The best thing I have ever read
10.1177/1555343419842776,57197800472,True,Not bad at all
10.1177/1555343419842776,57190258899,True,Not bad at all
10.1177/1555343419842776,57193401477,True,Not bad at all
